,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity
5614,United Airlines Ups 2019 Profit Forecast as Demand Jumps  Aviation Airline ,,Tue Jul 16 23:00:25 +0000 2019,Worldwide,0.099,0.375,0.526,0.6369,"['ups', 'profit', 'forecast', 'demand', 'jump', 'aviation']",ups profit forecast demand jump aviation,0.0,0.0
5615,United Airlines admits mistake over boarding dispute with Calgary mom and sick child ,,Sat Jun 22 21:36:15 +0000 2019,"Daniel's Hr, NL",0.393,0.234,0.374,-0.5267,"['admits', 'mistake', 'boarding', 'dispute', 'calgary', 'mom', 'sick', 'child']",admits mistake boarding dispute calgary mom sick child,-0.7142857142857143,0.8571428571428571
5616,United Airlines and Vistara Establish Codeshare Agreement  ,,Tue Jun 25 23:37:23 +0000 2019,Guatemala,0.0,0.545,0.455,0.7184,"['vistara', 'establish', 'codeshare', 'agreement']",vistara establish codeshare agreement,0.0,0.0
5617,United Airlines and Vistara Establish Codeshare Agreement  news,,Tue Jun 18 23:08:36 +0000 2019,"Irving, TX",0.0,0.5,0.5,0.7184,"['vistara', 'establish', 'codeshare', 'agreement', 'news']",vistara establish codeshare agreement news,0.0,0.0
5618,United Airlines announced customers will be able to choose between Byrds Maple wafers pretzels and the cult favor ,,Mon Jul 01 23:00:22 +0000 2019,,0.0,0.256,0.744,0.6705,"['announced', 'customer', 'able', 'choose', 'byrd', 'maple', 'wafer', 'pretzel', 'cult', 'favor']",announced customer able choose byrd maple wafer pretzel cult favor,0.5,0.625
5619,United Airlines announced it has stopped selling tickets to SeaWorld  EmptyTheTanks ,,Thu Jul 25 23:15:44 +0000 2019,"Nashville, Tennessee USA",0.139,0.204,0.657,0.2263,"['announced', 'stopped', 'selling', 'ticket', 'seaworld', 'emptythetanks']",announced stopped selling ticket seaworld emptythetanks,0.0,0.0
5620,United Airlines apologizes after accidentally placing unaccompanied 14yearold on flight to wrong country ,,Wed Jul 03 17:33:01 +0000 2019,New York City / Worldwide,0.278,0.268,0.455,-0.0516,"['apologizes', 'accidentally', 'placing', 'unaccompanied', 'yearold', 'wrong', 'country']",apologizes accidentally placing unaccompanied yearold wrong country,-0.5,0.9
5621,United Airlines apologizes after putting unaccompanied minor on wrong international flight ,,Wed Jul 03 17:30:01 +0000 2019,,0.189,0.323,0.488,0.296,"['apologizes', 'putting', 'unaccompanied', 'minor', 'wrong', 'international']",apologizes putting unaccompanied minor wrong international,-0.18333333333333335,0.3666666666666667
5622,United Airlines apologizes for misdirecting an unaccompanied minor on to a wrong flight from USA ,,Mon Jul 08 21:01:52 +0000 2019,Try us:,0.16,0.273,0.567,0.296,"['apologizes', 'misdirecting', 'unaccompanied', 'minor', 'wrong', 'usa']",apologizes misdirecting unaccompanied minor wrong usa,-0.275,0.55
5623,United Airlines bad customer service I cant believe my eyes on Feb 18   via ,,Wed Jun 26 22:39:49 +0000 2019,"Washington, DC",0.202,0.162,0.636,-0.1779,"['bad', 'customer', 'service', 'cant', 'believe', 'eye', 'feb', 'via']",bad customer service cant believe eye feb via,-0.6999999999999998,0.6666666666666666
5624,United Airlines can SMDFTB,,Sat Jul 06 21:02:32 +0000 2019,5️⃣0️⃣4️⃣→3️⃣0️⃣3️⃣→6️⃣0️⃣5️⃣,0.0,0.483,0.517,0.4215,['smdftb'],smdftb,0.0,0.0
5625,United Airlines canceling 45 flights a day due to Boeing Max   ,,Fri Jul 12 23:40:08 +0000 2019,United States,0.0,0.237,0.763,0.4215,"['canceling', 'flight', 'day', 'due', 'boeing', 'max']",canceling flight day due boeing max,-0.125,0.375
5626,United Airlines cancels 8000 flights due to grounded Boeing jets  ,,Fri Jul 12 23:54:19 +0000 2019,,0.15,0.22,0.63,0.2263,"['cancel', 'flight', 'due', 'grounded', 'boeing', 'jet']",cancel flight due grounded boeing jet,-0.125,0.375
5627,United Airlines cancels another 5000 Boeing 737 Max flights  ,,Fri Jul 12 22:54:05 +0000 2019,,0.162,0.239,0.598,0.2263,"['cancel', 'another', 'boeing', 'max', 'flight']",cancel another boeing max flight,0.0,0.0
5628,United Airlines discloses purchase of 19 used Boeing 737700 planes  Aviation Airline ,,Tue Jul 16 23:30:08 +0000 2019,Worldwide,0.0,0.203,0.797,0.4215,"['discloses', 'purchase', 'used', 'boeing', 'plane', 'aviation']",discloses purchase used boeing plane aviation,0.0,0.0
5629,United Airlines execs to face questions on Boeing 737 jet groundings impact amid higher Q2 earnings   FoxBusiness,,Tue Jul 16 23:22:44 +0000 2019,,0.0,0.149,0.851,0.4215,"['exec', 'face', 'question', 'boeing', 'jet', 'grounding', 'impact', 'amid', 'higher', 'q', 'earnings', 'foxbusiness']",exec face question boeing jet grounding impact amid higher q earnings foxbusiness,0.25,0.5
5630,United Airlines expands service that holds planes for connecting flyers to new airports ,,Thu Jul 25 23:21:45 +0000 2019,"Greenville, SC",0.0,0.276,0.724,0.4939,"['expands', 'service', 'hold', 'plane', 'connecting', 'flyer', 'new', 'airport']",expands service hold plane connecting flyer new airport,0.13636363636363635,0.45454545454545453
5631,United Airlines extends 737 MAX cancellations until Sept 3  ,,Wed Jun 26 21:52:05 +0000 2019,Singapore,0.0,0.417,0.583,0.5106,"['extends', 'max', 'cancellation', 'sept']",extends max cancellation sept,0.0,0.0
5632,United Airlines extends 737 MAX cancellations until Sept 3 ,,Wed Jun 26 23:48:34 +0000 2019,,0.0,0.417,0.583,0.5106,"['extends', 'max', 'cancellation', 'sept']",extends max cancellation sept,0.0,0.0
5633,United Airlines extends 737 MAX cancellations until Sept 3  news business social ,,Wed Jun 26 21:29:31 +0000 2019,New York and London,0.0,0.323,0.677,0.5106,"['extends', 'max', 'cancellation', 'sept', 'news', 'business', 'social']",extends max cancellation sept news business social,0.03333333333333333,0.06666666666666667
5634,United Airlines extends 737 MAX cancellations until Sept 3  india indiabiz,,Wed Jun 26 23:12:10 +0000 2019,India,0.0,0.35,0.65,0.5106,"['extends', 'max', 'cancellation', 'sept', 'india', 'indiabiz']",extends max cancellation sept india indiabiz,0.0,0.0
5635,United Airlines extends 737 MAX cancellations until Sept 3  business globalbiz,,Wed Jun 26 21:43:30 +0000 2019,Global,0.0,0.35,0.65,0.5106,"['extends', 'max', 'cancellation', 'sept', 'business', 'globalbiz']",extends max cancellation sept business globalbiz,0.0,0.0
5636,United Airlines extends 737 MAX cancellations until Sept3 ,,Wed Jun 26 22:19:44 +0000 2019,,0.0,0.417,0.583,0.5106,"['extends', 'max', 'cancellation', 'sept']",extends max cancellation sept,0.0,0.0
5637,United Airlines extends 737 MAX cancellations until September 3  UK UKBiz England Britain UnitedKingdom,,Wed Jun 26 22:01:07 +0000 2019,UK,0.0,0.281,0.719,0.5106,"['extends', 'max', 'cancellation', 'september', 'uk', 'ukbiz', 'england', 'britain', 'unitedkingdom']",extends max cancellation september uk ukbiz england britain unitedkingdom,0.0,0.0
5638,United Airlines extends 737 Max cancellations until Nov 3 ,,Mon Jul 15 22:32:32 +0000 2019,"Malacca, Malaysia",0.0,0.417,0.583,0.5106,"['extends', 'max', 'cancellation', 'nov']",extends max cancellation nov,0.0,0.0
5639,United Airlines extends Boeing 737 Max cancellations to early November  ,,Fri Jul 12 22:29:36 +0000 2019,"Sharon, MA",0.0,0.35,0.65,0.5106,"['extends', 'boeing', 'max', 'cancellation', 'early', 'november']",extends boeing max cancellation early november,0.1,0.3
5640,United Airlines extends Boeing 737 Max cancellations to early November ,,Fri Jul 12 23:26:56 +0000 2019,"Bangkok,Thailand",0.0,0.35,0.65,0.5106,"['extends', 'boeing', 'max', 'cancellation', 'early', 'november']",extends boeing max cancellation early november,0.1,0.3
5641,United Airlines extends Boeing 737 Max cancellations to early November CNBC ,,Sun Jul 14 23:05:00 +0000 2019,"Pasadena, California",0.0,0.323,0.677,0.5106,"['extends', 'boeing', 'max', 'cancellation', 'early', 'november', 'cnbc']",extends boeing max cancellation early november cnbc,0.1,0.3
5642,United Airlines extends Boeing Max 737 flight cancellations until September Report ,,Wed Jun 26 22:39:25 +0000 2019,,0.0,0.323,0.677,0.5106,"['extends', 'boeing', 'max', 'cancellation', 'september', 'report']",extends boeing max cancellation september report,0.0,0.0
5643,United Airlines extends grounding of its Boeing 737 Max planes until early November The news comes 1month after j ,,Fri Jul 12 23:48:07 +0000 2019,"St. Louis, Missouri ",0.0,0.212,0.788,0.5106,"['extends', 'grounding', 'boeing', 'max', 'plane', 'early', 'november', 'news', 'come', 'month', 'j']",extends grounding boeing max plane early november news come month j,0.1,0.3
5644,United Airlines extends suspension of Delhi Mumbai flights to Oct 26  ,,Thu Jul 18 22:18:39 +0000 2019,,0.0,0.323,0.677,0.5106,"['extends', 'suspension', 'delhi', 'mumbai', 'flight', 'oct']",extends suspension delhi mumbai flight oct,0.0,0.0
5645,United Airlines extends suspension of Delhi Mumbai flights to Oct 26 Reuters  ,,Mon Jul 15 21:18:10 +0000 2019,Delhi,0.0,0.301,0.699,0.5106,"['extends', 'suspension', 'delhi', 'mumbai', 'flight', 'oct', 'reuters']",extends suspension delhi mumbai flight oct reuters,0.0,0.0
5646,United Airlines extends suspension of Delhi Mumbai flights to October 26  EconomicTimes ,,Mon Jul 15 22:32:19 +0000 2019,Delhi,0.0,0.301,0.699,0.5106,"['extends', 'suspension', 'delhi', 'mumbai', 'flight', 'october', 'economictimes']",extends suspension delhi mumbai flight october economictimes,0.0,0.0
5647,United Airlines flies 787 Dreamliner with allfemale crew to worlds largest airshow ,,Wed Jul 24 23:16:36 +0000 2019,global in 226 countries,0.0,0.203,0.797,0.4215,"['fly', 'dreamliner', 'allfemale', 'crew', 'world', 'largest', 'airshow']",fly dreamliner allfemale crew world largest airshow,0.8,0.9
5648,United Airlines flies 787 Dreamliner with allfemale crew to worlds largestairshow  ,,Wed Jul 24 23:29:57 +0000 2019,global in 226 countries,0.0,0.219,0.781,0.4215,"['fly', 'dreamliner', 'allfemale', 'crew', 'world', 'largestairshow']",fly dreamliner allfemale crew world largestairshow,0.8,0.9
5649,United Airlines flight UA2098 an Airbus A319131 diverted to Newark and blew two tires on landding aircraft eva ,,Sat Jun 29 14:09:36 +0000 2019,,0.0,0.141,0.859,0.4215,"['airbus', 'diverted', 'newark', 'blew', 'two', 'tire', 'landding', 'aircraft', 'eva']",airbus diverted newark blew two tire landding aircraft eva,0.0,0.0
5650,United Airlines flight Boeing 737900 taking off from Cancun Mexico ,,Sun Jul 21 21:42:06 +0000 2019,,0.0,0.237,0.763,0.4215,"['boeing', 'taking', 'cancun', 'mexico']",boeing taking cancun mexico,0.0,0.0
5651,United Airlines flight attendant leader not eager to fly Boeing 737 MAX  via ,,Wed Jul 10 23:18:30 +0000 2019,Hotel California,0.133,0.176,0.691,0.1754,"['attendant', 'leader', 'eager', 'fly', 'boeing', 'max', 'via']",attendant leader eager fly boeing max via,0.5,0.65
5652,United Airlines fucking sucks flying Alaska ONLY from now on Every single one of my flights today has been delayed and I have work tmr ,,Sat Jun 22 23:14:01 +0000 2019,,0.165,0.098,0.737,-0.2247,"['fucking', 'suck', 'flying', 'alaska', 'every', 'single', 'one', 'flight', 'today', 'delayed', 'work', 'tmr']",fucking suck flying alaska every single one flight today delayed work tmr,-0.3357142857142857,0.5071428571428571
5653,United Airlines gave me a 200 gift certificate for complaining Ive reached peak speak to the manager status,,Tue Jul 09 22:03:12 +0000 2019,bould-air,0.082,0.324,0.594,0.6486,"['gave', 'gift', 'certificate', 'complaining', 'ive', 'reached', 'peak', 'speak', 'manager', 'status']",gave gift certificate complaining ive reached peak speak manager status,0.0,0.0
5654,United Airlines has agitated me so bad today,,Thu Jun 20 23:00:31 +0000 2019,,0.465,0.192,0.343,-0.6115,"['agitated', 'bad', 'today']",agitated bad today,-0.6999999999999998,0.6666666666666666
5655,United Airlines has got to be the worst Airline Ive ever witnessed first the plane was delayed 3 hours just for u ,,Wed Jun 19 21:48:15 +0000 2019,,0.233,0.109,0.659,-0.4939,"['got', 'worst', 'ive', 'ever', 'witnessed', 'first', 'plane', 'delayed', 'hour']",got worst ive ever witnessed first plane delayed hour,-0.375,0.6666666666666666
5656,United Airlines has hundreds of people captive with limit access to food and water NeverAgain  Where is  when i need her,,Wed Jun 19 23:37:33 +0000 2019,,0.0,0.128,0.872,0.4215,"['hundred', 'people', 'captive', 'limit', 'access', 'food', 'water', 'neveragain', 'need']",hundred people captive limit access food water neveragain need,0.2,0.6
5657,United Airlines has issued a formal apology after an agent put a 14yearold boy on a flight to Germany ,,Tue Jul 09 23:10:00 +0000 2019,"New York, NY",0.0,0.222,0.778,0.4588,"['issued', 'formal', 'apology', 'agent', 'put', 'yearold', 'boy', 'germany']",issued formal apology agent put yearold boy germany,0.0,0.0
5658,United Airlines has lost my bag for 5 days already and am getting the run around,,Thu Jun 20 23:54:06 +0000 2019,,0.127,0.155,0.718,0.128,"['lost', 'bag', 'day', 'already', 'getting', 'run', 'around']",lost bag day already getting run around,0.0,0.0
5659,United Airlines has suspended one of its flights and other airlines are rerouting planes to avoid the Gulf of Oman ,,Fri Jun 21 12:54:31 +0000 2019,Everywhere,0.211,0.112,0.677,-0.3612,"['suspended', 'one', 'flight', 'rerouting', 'plane', 'avoid', 'gulf', 'oman']",suspended one flight rerouting plane avoid gulf oman,0.0,0.0
5660,United Airlines has truly mastered the art of empathy ,,Thu Jun 20 21:05:34 +0000 2019,,0.0,0.449,0.551,0.6908,"['truly', 'mastered', 'art', 'empathy']",truly mastered art empathy,0.0,0.0
5661,United Airlines has yet to make this right The group has now had dinner on their own dime and will have to get bac ,,Thu Jun 20 22:29:15 +0000 2019,,0.0,0.109,0.891,0.4215,"['yet', 'make', 'right', 'group', 'dinner', 'dime', 'get', 'bac']",yet make right group dinner dime get bac,0.2857142857142857,0.5357142857142857
5662,United Airlines is adding special flights for nine college football games including Notre Dame at Duke ,,Sun Jun 23 23:46:54 +0000 2019,Upstate NY,0.0,0.282,0.718,0.6705,"['adding', 'special', 'flight', 'nine', 'college', 'football', 'game', 'including', 'notre', 'dame', 'duke']",adding special flight nine college football game including notre dame duke,-0.021428571428571436,0.4857142857142857
5663,United Airlines is canceling 45 flights a day due to Boeings illfated 737 Max planes  ,,Fri Jul 12 22:54:06 +0000 2019,,0.0,0.177,0.823,0.4215,"['canceling', 'flight', 'day', 'due', 'boeings', 'illfated', 'max', 'plane']",canceling flight day due boeings illfated max plane,-0.125,0.375
5664,United Airlines is canceling 45 flights a day due to Boeings illfated 737 Max planes ,,Fri Jul 12 23:29:22 +0000 2019,"Milwaukee, WI",0.0,0.177,0.823,0.4215,"['canceling', 'flight', 'day', 'due', 'boeings', 'illfated', 'max', 'plane']",canceling flight day due boeings illfated max plane,-0.125,0.375
5665,United Airlines is greatat finding the worst people on the planet to work for them NeverFlyUnited  ,,Sun Jul 21 22:20:22 +0000 2019,"Kansas City, Missouri",0.196,0.134,0.67,-0.3182,"['greatat', 'finding', 'worst', 'people', 'planet', 'work', 'neverflyunited']",greatat finding worst people planet work neverflyunited,-1.0,1.0
5666,United Airlines is just Spirit with an overdeveloped sense of ego,,Tue Jun 18 23:41:34 +0000 2019,"Petaluma, CA",0.0,0.333,0.667,0.5423,"['spirit', 'overdeveloped', 'sense', 'ego']",spirit overdeveloped sense ego,0.0,0.0
5667,United Airlines is offering 500000 vouchers to anyone that will give up their seat on a flight from SFO to Eurek ,,Wed Jul 24 22:53:49 +0000 2019,"Phoenix, AZ",0.0,0.128,0.872,0.4215,"['offering', 'voucher', 'anyone', 'give', 'seat', 'sfo', 'eurek']",offering voucher anyone give seat sfo eurek,0.0,0.0
5668,United Airlines is partnering with IBM to design better apps for their customer experience but also their core bus ,,Sat Jun 29 22:30:50 +0000 2019,"Texas, USA",0.0,0.185,0.815,0.431,"['partnering', 'ibm', 'design', 'better', 'apps', 'customer', 'experience', 'also', 'core', 'bus']",partnering ibm design better apps customer experience also core bus,0.5,0.5
5669,United Airlines is serving one final indignity to Houston Its removing the word Continental from the name of it ,,Fri Jun 28 22:45:49 +0000 2019,"Houston, TX",0.0,0.135,0.865,0.4215,"['serving', 'one', 'final', 'indignity', 'houston', 'removing', 'word', 'continental', 'name']",serving one final indignity houston removing word continental name,0.0,1.0
5670,United Airlines is stepping off NYCPrideMarch stonewall50 worldpridenyc,,Sun Jun 30 23:06:38 +0000 2019,"New York City, NY",0.0,0.286,0.714,0.4215,"['stepping', 'nycpridemarch', 'stonewall', 'worldpridenyc']",stepping nycpridemarch stonewall worldpridenyc,0.0,0.0
5671,United Airlines is suspending service to Mumbai India effective immediately over fears of overflying Iranian airsp ,,Thu Jun 20 23:45:05 +0000 2019,,0.129,0.272,0.599,0.4767,"['suspending', 'service', 'mumbai', 'india', 'effective', 'immediately', 'fear', 'overflying', 'iranian', 'airsp']",suspending service mumbai india effective immediately fear overflying iranian airsp,0.6,0.8
5672,United Airlines is the most ghetto airline in America,,Wed Jul 03 21:48:32 +0000 2019,New York City,0.0,0.259,0.741,0.4215,"['ghetto', 'america']",ghetto america,0.0,0.0
5673,United Airlines is the absolute worst airline Delayed 1st flt by 1 minute amp wouldnt let my family on 1 minute N ,,Sun Jul 28 22:31:46 +0000 2019,,0.242,0.113,0.645,-0.4939,"['absolute', 'worst', 'delayed', 'st', 'flt', 'minute', 'wouldnt', 'let', 'family', 'minute', 'n']",absolute worst delayed st flt minute wouldnt let family minute n,-0.4,0.95
5674,United Airlines is the dumbest airline in the world unitedsucks The plane for my 815 pm flight landed  EWR at ,,Thu Jun 20 23:14:31 +0000 2019,,0.137,0.116,0.747,-0.128,"['dumbest', 'world', 'unitedsucks', 'plane', 'landed', 'ewr']",dumbest world unitedsucks plane landed ewr,0.0,0.0
5675,United Airlines is the worst Incompetent and shouldnt be in business,,Thu Jul 18 21:04:57 +0000 2019,,0.4,0.156,0.444,-0.6597,"['worst', 'incompetent', 'shouldnt', 'business']",worst incompetent shouldnt business,-0.675,0.6833333333333333
5676,United Airlines is the worst That is all,,Sat Jul 13 22:57:39 +0000 2019,Pixivland,0.318,0.217,0.465,-0.3182,['worst'],worst,-1.0,1.0
5677,United Airlines joins the list of corporations and groups withdrawing support for SeaWorld MondayMotivation ,,Sun Jul 28 22:07:46 +0000 2019,"Twin Cities, Minnesota",0.0,0.314,0.686,0.6705,"['join', 'list', 'corporation', 'group', 'withdrawing', 'support', 'seaworld', 'mondaymotivation']",join list corporation group withdrawing support seaworld mondaymotivation,0.0,0.0
5678,United Airlines just cut all ties with SeaWorld EmptyTheTanks  ,,Thu Jul 25 22:45:05 +0000 2019,Toronto Girl,0.176,0.235,0.588,0.1779,"['cut', 'tie', 'seaworld', 'emptythetanks']",cut tie seaworld emptythetanks,0.0,0.0
