,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords
4354,4354, love flying United Your crew are great and Polaris makes it so relaxing You have failed to resolve proble ,,Thu Jun 27 05:46:38 +0000 2019,,0.09699999999999999,0.522,0.381,0.9384,"['love', 'flying', 'crew', 'great', 'polaris', 'make', 'relaxing', 'failed', 'resolve', 'proble']",love flying crew great polaris make relaxing failed resolve proble,0.26666666666666666,0.55, staff
4357,4357, seriously Lol Ive had these tickets for a month and you wait to tell us at check in that our flight has ,,Wed Jun 26 21:30:40 +0000 2019,Wyoming,0.07200000000000001,0.11900000000000001,0.809,0.2732,"['seriously', 'lol', 'ive', 'ticket', 'month', 'wait', 'tell', 'u', 'check']",seriously lol ive ticket month wait tell u check,0.8,0.7, delay ticketing_billing
4358,4358, sitting next to a group on a school trip who just got delayed until 10pm to go to Houston This airline is ,,Thu Jun 20 22:00:20 +0000 2019,,0.091,0.0,0.909,-0.2263,"['sitting', 'next', 'group', 'school', 'trip', 'got', 'delayed', 'go', 'houston']",sitting next group school trip got delayed go houston,0.0,0.0, delay
4360,4360, thanks for explaining you program with regionalslooking forward to flying Silver Airlines love getting ,,Sat Jun 22 21:57:34 +0000 2019,,0.0,0.37200000000000005,0.628,0.7964,"['thanks', 'explaining', 'program', 'regionalslooking', 'forward', 'flying', 'silver', 'love', 'getting']",thanks explaining program regionalslooking forward flying silver love getting,0.35,0.4, compliment
4362,4362, they had already announced a 20 minute delay instead they chose to bring us aboard and let us smell piss fo ,,Mon Jul 22 23:14:56 +0000 2019,"ÜT: 19.193067,-96.263344",0.21600000000000003,0.048,0.736,-0.5994,"['already', 'announced', 'minute', 'delay', 'instead', 'chose', 'bring', 'u', 'aboard', 'let', 'u', 'smell', 'piss', 'fo']",already announced minute delay instead chose bring u aboard let u smell piss fo,0.0,0.0, delay
4363,4363, to Roll Out ConnectionSaver App to More Airports  United Airport ConnectionSaver ,,Sat Jul 27 23:03:59 +0000 2019,"Westampton, NJ",0.0,0.235,0.765,0.4728,"['roll', 'connectionsaver', 'app', 'airport', 'airport', 'connectionsaver']",roll connectionsaver app airport airport connectionsaver,0.0,0.0, connection
4364,4364, your aircrews deserve to be trained on how to deal with sexualassault and sexualharassment Please step u ,,Sat Jul 20 23:43:38 +0000 2019,Hutt space,0.0,0.133,0.867,0.3182,"['aircrew', 'deserve', 'trained', 'deal', 'sexualassault', 'sexualharassment', 'please', 'step']",aircrew deserve trained deal sexualassault sexualharassment please step,0.0,0.0, staff
4365,4365, your aircrews deserve to be trained on how to deal with sexual assault and sexual harassment Please step u ,,Sun Jul 21 20:04:43 +0000 2019,United States,0.297,0.09300000000000001,0.61,-0.7184,"['aircrew', 'deserve', 'trained', 'deal', 'sexual', 'assault', 'sexual', 'harassment', 'please', 'step']",aircrew deserve trained deal sexual assault sexual harassment please step,0.5,0.8333333333333334, staff
4366,4366, weve all watched three competing airlines take off to ORDMDW from BUF its not a weather delay  We all ,,Mon Jul 29 23:58:57 +0000 2019,773,0.0,0.10300000000000001,0.897,0.2411,"['weve', 'watched', 'three', 'competing', 'take', 'ordmdw', 'buf', 'weather', 'delay']",weve watched three competing take ordmdw buf weather delay,0.0,0.0, delay
4367,4367,  Most airlines make the kids wear their tix on the child in a Lanier  how does that happen ,,Mon Jul 01 22:04:33 +0000 2019,"Blacklick, oh",0.0,0.0,1.0,0.0,"['make', 'kid', 'wear', 'tix', 'child', 'lanier', 'happen']",make kid wear tix child lanier happen,0.0,0.0, ticketing_billing children
4370,4370, Ha thats clever But ya United Airlines is garbage and everyone should boycott them,,Sat Jul 27 19:18:54 +0000 2019,,0.145,0.364,0.491,0.5346,"['ha', 'thats', 'clever', 'ya', 'garbage', 'everyone', 'boycott']",ha thats clever ya garbage everyone boycott,0.16666666666666666,0.8333333333333334, baggage children
4376,4376,A 14yearold boy from Raleigh North Carolina flying as an ,,Mon Jul 01 20:56:34 +0000 2019,"Lagos, Nigeria",0.0,0.0,1.0,0.0,"['yearold', 'boy', 'raleigh', 'north', 'carolina', 'flying']",yearold boy raleigh north carolina flying,0.0,0.0, children
4380,4380,A  Airlines pilot stepped up to help a stranded college student by paying for her flight back to school afte ,,Mon Jun 17 21:15:39 +0000 2019,"Collinsport, Maine",0.0,0.13699999999999998,0.863,0.4019,"['pilot', 'stepped', 'help', 'stranded', 'college', 'student', 'paying', 'back', 'school', 'afte']",pilot stepped help stranded college student paying back school afte,0.0,0.0, staff
4382,4382,A  pilot paid for a stranded college students flight There are no words  via ,,Thu Jun 20 21:02:02 +0000 2019,"Dallas, TX",0.16699999999999998,0.0,0.833,-0.29600000000000004,"['pilot', 'paid', 'stranded', 'college', 'student', 'word', 'via']",pilot paid stranded college student word via,0.0,0.0, staff
4384,4384,A United Airlines Captain flown on us  and loved the inflight service When we arrived he showed his app ,,Sun Jul 28 20:24:41 +0000 2019,Seattle-based.,0.0,0.295,0.705,0.7717,"['captain', 'flown', 'u', 'loved', 'inflight', 'service', 'arrived', 'showed', 'app']",captain flown u loved inflight service arrived showed app,0.7,0.8, staff
4385,4385,A United pilot paid for a stranded college students flight There are no words ,,Mon Jun 17 22:27:03 +0000 2019,"Salem, OR",0.147,0.187,0.667,0.1531,"['pilot', 'paid', 'stranded', 'college', 'student', 'word']",pilot paid stranded college student word,0.0,0.0, staff
4386,4386,A United pilot paid for a stranded college students flight There are no words  via ,,Mon Jun 17 23:48:28 +0000 2019,,0.138,0.175,0.688,0.1531,"['pilot', 'paid', 'stranded', 'college', 'student', 'word', 'via']",pilot paid stranded college student word via,0.0,0.0, staff
4388,4388,A great day was had with the staff at United Airlines in shannon Airport as they once again showed their ability in ,,Fri Jul 12 22:10:24 +0000 2019,sixmilebridge,0.0,0.33799999999999997,0.662,0.8481,"['great', 'day', 'staff', 'shannon', 'airport', 'showed', 'ability']",great day staff shannon airport showed ability,0.8,0.75, staff
4389,4389,A mother is slamming United Airlines after the company put her unaccompanied child on a flight to the wrong country ,,Tue Jul 02 17:00:01 +0000 2019,"New York, NY",0.142,0.128,0.731,-0.0772,"['mother', 'slamming', 'company', 'put', 'unaccompanied', 'child', 'wrong', 'country']",mother slamming company put unaccompanied child wrong country,-0.5,0.9, children
4391,4391,A report on the United Airlines Flight 232 crash credited a massive rescue effort with saving the lives of 41 peopl ,,Fri Jul 19 23:15:00 +0000 2019,"Des Moines, Iowa, USA",0.10300000000000001,0.327,0.57,0.7096,"['report', 'crash', 'credited', 'massive', 'rescue', 'effort', 'saving', 'life', 'peopl']",report crash credited massive rescue effort saving life peopl,0.0,1.0, ticketing_billing
4396,4396,AIRPO DELAYS  A United Airlines flight blew two tires during an unscheduled landing in Newark NJ Flight activi ,,Sat Jun 29 23:30:00 +0000 2019,"Jacksonville, Fla.",0.0,0.149,0.851,0.4215,"['airpo', 'delay', 'blew', 'two', 'tire', 'unscheduled', 'landing', 'newark', 'nj', 'activi']",airpo delay blew two tire unscheduled landing newark nj activi,0.0,0.0, delay
4403,4403,Airline accidentally puts unaccompanied boy on wrong plane from US to Germany ,,Mon Jul 01 21:49:14 +0000 2019,"London, England",0.355,0.0,0.645,-0.6705,"['accidentally', 'put', 'unaccompanied', 'boy', 'wrong', 'plane', 'u', 'germany']",accidentally put unaccompanied boy wrong plane u germany,-0.5,0.9, children
4404,4404,Airline staff put boy 14 on flight to wrong country  va ,,Tue Jul 02 23:12:59 +0000 2019,México,0.237,0.0,0.763,-0.4767,"['staff', 'put', 'boy', 'wrong', 'country', 'va']",staff put boy wrong country va,-0.5,0.9, staff children
4411,4411,Airlines have changed their social media audiencesstrategies all because of the TheBachelorette lol ThanksPeter ,,Wed Jul 31 22:03:29 +0000 2019,"Texas, USA",0.0,0.177,0.823,0.4215,"['changed', 'social', 'medium', 'audiencesstrategies', 'thebachelorette', 'lol', 'thankspeter']",changed social medium audiencesstrategies thebachelorette lol thankspeter,0.4166666666666667,0.3833333333333333, compliment
4427,4427,American Airlines trying to outdo United for worst service Bag delayed about 7 last night in Miami coming on next ,,Sat Jul 06 21:52:32 +0000 2019,"2 E. Blackwell St., Dover, NJ",0.242,0.113,0.645,-0.4939,"['american', 'trying', 'outdo', 'worst', 'service', 'bag', 'delayed', 'last', 'night', 'miami', 'coming', 'next']",american trying outdo worst service bag delayed last night miami coming next,-0.25,0.26666666666666666, delay baggage
4443,4443,American United and Southwest Airlines Pilot Unions Just Got Pulled Into a Federal Criminal Probe of the Boeing 73 ,,Sun Jun 30 22:07:36 +0000 2019,NYC,0.153,0.126,0.721,-0.1531,"['american', 'southwest', 'pilot', 'union', 'got', 'pulled', 'federal', 'criminal', 'probe', 'boeing']",american southwest pilot union got pulled federal criminal probe boeing,-0.2,0.275, staff
4444,4444,Americans are OBSESSED with united airlines but there is a RISK to carrying bags  link in bio,,Mon Jul 15 21:36:49 +0000 2019,,0.268,0.09300000000000001,0.638,-0.5523,"['american', 'obsessed', 'risk', 'carrying', 'bag', 'link', 'bio']",american obsessed risk carrying bag link bio,-0.25,0.5, baggage
4448,4448,Another United Airlines fail Mechanical problems for UAL 1877 have delayed the flight over 3 hours United has gi ,,Thu Jul 11 19:58:31 +0000 2019,,0.303,0.21,0.48700000000000004,-0.3612,"['another', 'fail', 'mechanical', 'problem', 'ual', 'delayed', 'hour', 'gi']",another fail mechanical problem ual delayed hour gi,-0.5,0.29999999999999993, delay
4460,4460,Apparantly united airlines has a new record for reserved tickets to nevada on sep 20th ,,Mon Jul 15 23:06:09 +0000 2019,"Lisbon, IA",0.0,0.177,0.823,0.4215,"['apparantly', 'new', 'record', 'reserved', 'ticket', 'nevada', 'sep', 'th']",apparantly new record reserved ticket nevada sep th,0.13636363636363635,0.4545454545454545, ticketing_billing
4461,4461,Apparently printing a boarding pass is to complicated for   Infant in lap fully paid and showing on back of ,,Mon Jul 01 22:20:33 +0000 2019,,0.0,0.0,1.0,0.0,"['apparently', 'printing', 'boarding', 'pas', 'complicated', 'infant', 'lap', 'fully', 'paid', 'showing', 'back']",apparently printing boarding pas complicated infant lap fully paid showing back,-0.15,0.45, children
4465,4465,At the time he made this horror film the actor playing the young lover also worked as a pilot for United Airlines ,,Sat Jul 20 22:15:00 +0000 2019,Pennsylvania,0.147,0.282,0.5710000000000001,0.4633,"['time', 'made', 'horror', 'film', 'actor', 'playing', 'young', 'lover', 'also', 'worked', 'pilot']",time made horror film actor playing young lover also worked pilot,0.1,0.4, staff
4472,4472,Aye this attendant with United airlines just handled the entire fuck outta this old white man being outrageous at ,,Wed Jul 03 20:47:46 +0000 2019,"Washington, DC",0.257,0.111,0.632,-0.5719,"['aye', 'attendant', 'handled', 'entire', 'fuck', 'outta', 'old', 'white', 'man', 'outrageous']",aye attendant handled entire fuck outta old white man outrageous,-0.18333333333333332,0.4708333333333334, staff
4473,4473,BREAKING United Airlines flight out of Denver International Airport bound for Redmond has squawked 7700 signalling ,,Mon Jul 08 21:26:04 +0000 2019,"Across the Planet, 24/7",0.0,0.157,0.843,0.4215,"['breaking', 'denver', 'international', 'airport', 'bound', 'redmond', 'squawked', 'signalling']",breaking denver international airport bound redmond squawked signalling,0.0,0.0, baggage
4475,4475,Back in the good old US with a mere fourhour flight delay Its okay Its expected Dear United Airlines Its ,,Thu Jul 18 23:37:29 +0000 2019,"Santa Barbara, CA",0.087,0.385,0.528,0.7845,"['back', 'good', 'old', 'u', 'mere', 'fourhour', 'delay', 'okay', 'expected', 'dear']",back good old u mere fourhour delay okay expected dear,0.11666666666666665,0.3666666666666667, delay
4477,4477,Bag drop really Havent checked a bag in years SHRM19 SHRM19Blogger  United Airlines Ticket Counter in Chicag ," [-87.90642309, 41.97843093]}",Sat Jun 22 23:01:59 +0000 2019,"Madison, WI",0.111,0.14800000000000002,0.741,0.1779,"['bag', 'drop', 'really', 'havent', 'checked', 'bag', 'year', 'shrm', 'shrmblogger', 'ticket', 'counter', 'chicag']",bag drop really havent checked bag year shrm shrmblogger ticket counter chicag,0.2,0.2, ticketing_billing baggage
4478,4478,Basic economy ticket Get a flight seat assignment  for a price  travel,,Tue Jul 23 23:32:38 +0000 2019,Greater Vancouver,0.0,0.0,1.0,0.0,"['basic', 'economy', 'ticket', 'get', 'seat', 'assignment', 'price', 'travel']",basic economy ticket get seat assignment price travel,0.0,0.125, ticketing_billing
4479,4479,Been stuck at the airport in Newark for over 4 hours and United Airlines has not offered anything but more delays ,,Sat Jul 06 23:25:21 +0000 2019,,0.07,0.08900000000000001,0.841,0.1027,"['stuck', 'airport', 'newark', 'hour', 'offered', 'anything', 'delay']",stuck airport newark hour offered anything delay,0.0,0.0, delay
4481,4481,Before the flight a passenger alerted the staff that she had found several ants scattered around her but the plan ,,Mon Jun 17 21:30:01 +0000 2019,"Morris County, New Jersey",0.0,0.0,1.0,0.0,"['passenger', 'alerted', 'staff', 'found', 'several', 'ant', 'scattered', 'around', 'plan']",passenger alerted staff found several ant scattered around plan,0.0,0.0, staff
4489,4489,Big thanks to  and  on helping with todays delayed flights getting to  Loved see ,,Fri Jul 12 22:51:31 +0000 2019,"Phoenix, AZ",0.091,0.431,0.478,0.7964,"['big', 'thanks', 'helping', 'today', 'delayed', 'flight', 'getting', 'loved', 'see']",big thanks helping today delayed flight getting loved see,0.3,0.3666666666666667, compliment delay
4494,4494,Boarding to Africa  United Airlines Ticket Counter ," [-70.79376221, -33.39664841]}",Fri Jul 19 21:51:19 +0000 2019,"Santiago, Santiago Metropolita",0.0,0.318,0.682,0.4215,"['boarding', 'africa', 'ticket', 'counter']",boarding africa ticket counter,0.0,0.0, ticketing_billing
4497,4497,Boeing Max 737 Southwest American and United Airlines  delay planes return until November  According to one repo ,,Fri Jul 19 21:11:19 +0000 2019,"San Francisco, California",0.114,0.139,0.746,0.128,"['boeing', 'max', 'southwest', 'american', 'delay', 'plane', 'return', 'november', 'according', 'one', 'repo']",boeing max southwest american delay plane return november according one repo,0.0,0.0, delay
4498,4498,Boeing Max United Airlines And American Airlines Extend Cancellations  NPR ,,Thu Jul 18 21:17:52 +0000 2019,Los Angeles & San Francisco,0.0,0.36,0.64,0.5423,"['boeing', 'max', 'american', 'extend', 'cancellation', 'npr']",boeing max american extend cancellation npr,0.0,0.0, cancellation
4499,4499,Boeing Max United Airlines And American Airlines Extend Cancellations ,,Wed Jul 17 23:15:04 +0000 2019,"Chicago, IL",0.0,0.391,0.609,0.5423,"['boeing', 'max', 'american', 'extend', 'cancellation']",boeing max american extend cancellation,0.0,0.0, cancellation
4506,4506,Bridgeport WV WDTV  United Airlines puts boy on wrong international flight  More Aviation news  ,,Tue Jul 02 23:29:03 +0000 2019,USA,0.17300000000000001,0.156,0.67,-0.0772,"['bridgeport', 'wv', 'wdtv', 'put', 'boy', 'wrong', 'international', 'aviation', 'news']",bridgeport wv wdtv put boy wrong international aviation news,-0.25,0.45, children
4520,4520,Can United airlines rebook my flight to Zurich for later time today ,,Sat Jul 20 23:21:39 +0000 2019,"Texas, USA",0.0,0.203,0.797,0.4215,"['rebook', 'zurich', 'later', 'time', 'today']",rebook zurich later time today,0.0,0.0, delay
